label,text-cat
Dolenjska,@ales_gantar wagnerja se ne posluša na vinilkah  udarla se bom!
Dolenjska,Jz ne znam reèt ne ...
Dolenjska,V cem je fora teh pesmi v dveh jezikih? Ne stekam. Ajde  zber enga and stick to it... oops :) #evrovizija
Dolenjska,Prvih 100 let baje zaj**anih  pol se pa èlovk poèas navad. #wordsofwisdom
Dolenjska,@bilgladen @Urskitka @EffeV ubistvu je hotu povedat  da Barbara vedno zgleda top
Dolenjska,@napacaps nism.. Lepo sem ga odjebal. ??
Dolenjska,@PrvaLigaSi še enkrat si poglejte posnetek - št. 18 je avtostrelec @pietrodom
Dolenjska,V parlamentu se pogovarjajo o jebenem šahu. Kva to men nuca?
Dolenjska,Nism gledu basketa ker sm mel neki za delat #fml
Dolenjska,@SafetAlibeg ti in krimiè :)
Dolenjska,Tk pav sm šel pogledat.
Dolenjska,@ovtsa tuki jo mamo ker treba hitr skuhat in hitr kdaj tudi spit.Drugaè pa zavreš v mikrovalovki.Èe si pa tabornik maš pa tudi mali kuhalnik
Dolenjska,@leaathenatabako tukale pa gospa po op.kolka v splošni in je vsepovsod sam tuki ne. Pa kako mlad dohtar na njo pazi ne more vrjet :)
Dolenjska,@Pal4e Iiiii! Vidm de maš konèno mir :) (delavcev ni? )
Dolenjska,@wixy_ sej se je hitr skril. safe :)
Dolenjska,Delavci so pa že zjutri ful dobr razpoloženi. Sploh tista skupina  ki dela selfije ob delovnih strojih.
Dolenjska,@UrskaSoncek ne tvitaj prehitro ;)
Dolenjska,Ko bo namest trave  šmirgl papir  pol se lahk pogovarjamo o moškem športu
Dolenjska,@Mat3ja lenuh je tut cool zadeva.
Dolenjska,Adventni sladkiš namest èokoladic. ?? http://t.co/lPqsRDKJqa
Dolenjska,Tolk èokolade sem že pojedla med temi prazniki  pa je še kar nimam zadost.
Dolenjska,@MeowNever Men pa noben ne teži. So se že sprjaznl da bo trajal pomojem :)
Dolenjska,@ZeldasLove to je najbolj komentiran stavek na youtube... da mi ne boš še ti rekla  da sm se zmotila s sayed... folk je bedn :) majkimi!
Dolenjska,@pietrodom jp
Dolenjska,Nemški tehno duo Pooter in njun hit 'hertz schmertz'. Tojto ... #100happydays #day13 #improvizija... http://t.co/gYoHgv1a4O
Dolenjska,@Pal4e haha mokre ku ps ampk važn  de ma Urša kostanj :D Resn je blu super  bi blu za ponovit :D
Dolenjska,Barca dala gol z glavo.verjamem da lohk tut jst na lotu zadanem.
Dolenjska,@Laura20550 jst kr skacem od veselja  k vidm kaj barci dela Postiga. Upam da bo valencia zmagala. Vamos valencia
Dolenjska,bogi prof. za klavir  spet mam menstro... :)
Dolenjska,Jz ne razumem zensk  ki jih posiljo  fak ne  kva jambrajo  vazn da je... Man ure sick... ~ Zelda
Dolenjska,@spirulinka9 pics or it didn't happen. Jz si predstavlam k da je ful kjut
Dolenjska,@tilen vsi isti  biznis  brezveze  next
Dolenjska,Haha  u marcatorju se pred mano urine gospa  ki ji na hrbtu piše free #jj  od vseh retardov si lih mene najdla  ampak SORRY NEÈEŠ  bejbi
Dolenjska,@sasabatistic Sm opazla
Dolenjska,@LisaCesnja Sm vesela  èe moj zdrži 15min. Pa še to je hinavski in se dela  da je poln in potem kr iz lepega crkne. Mam pa baterijo skoz not
Dolenjska,5 dni doma in prov èutm to negativno klimo res. Škoda da je tko
Dolenjska,prost dan mam. ampak sem šla vseen v službo. #odvisnik
Dolenjska,letošnje koline so mim... zame.
Dolenjska,Jah  sm èe bi pa tm zadel dva napada pa pršli na -3... #kavèselektorji
Dolenjska,@mojcau Mislm  da bi tud brez te èist vredu živela :P No  sej zdej so že šli :)
Dolenjska,Pa da vidmo kolk hitr se lahk vrnem v delovni ritem
Dolenjska,Sm pa ob polèasu tvitnu  da more bit 80+ pik pa bo kej. Stava dobljena. Hvala #junaki #BasketBall
Dolenjska,@Mojcica83 goopti iz maribora je ful poceni ponavad
Dolenjska,@JsSmRenton jz jih zdele rabm
Dolenjska,Barbara  kaj maš ti s tem Rubnom  sam vprašam  ker eni pol ne morjo spat zarad tega aveš... #wot :)
Dolenjska,Dans sem dobil medaljo sam da sem prsu na zur. In to srebrno!
Dolenjska,"Švicarska himna zveni tako kot: ""Tolko kapljic"
Dolenjska,@Stellarka dva sta že šla naša. Kr solidno. Èakam na prevca. Je pa sonèno vreme z malo gledalci. :)
Dolenjska,@Hribar13 ob 6ih zjutri sta bla. Pol je blo pa konc sihta..
Dolenjska,Po telovadbi  se poèutm vsakiè boljš.
Dolenjska,Zdj pa še ti mene..
Dolenjska,@AnkaLesar mogu bi bit sokomentator  zadolžen samo za zgodovinske pa geografske zanimivosti... fuzbal mu ni jaèa strana:)
Dolenjska,Sodelavc pacientki drži sladoled  da ga liže. #smešna sta full :)
Dolenjska,sm 1 sms od 5 zaporednih frustriranih twitov #punce kdo bi vedel kaj se plete po teh glavah resno
Dolenjska,Pa da vidmo kakšn thunderstruck bo dans :)
Dolenjska,@TeyaEna verjetno ne bi preživel skoz cel playlist 47 inspiring songs for young enterpeneurs :)
Dolenjska,@GobaFunk sej je kjut pa vse. Sam si ga ne predstavljam na Planici npr. :)
Dolenjska,@RichieKis S temle prehladom  ki ga imam ne... Ampak moram priznat  da še znam malo plesa od All in this together :D Aj
Dolenjska,“@Demokracija1: Štuhec odgovarja Bogovièu: V zadevi Patria ne gre samo za Janšo - http://t.co/bnCzE667tt” A je tud cerku mela kej zravn?
Dolenjska,Kim Jong Un je dobil vse volilne glasove.... Hmmmm.... od kje mi je to nekam znano?
Dolenjska,Tuki se pa JJ zihr ne bi sprehaju... http://t.co/EPrDzI5YTE
Dolenjska,@maja24urzvecer ga je mim pihnla dons na #epilog na @PRO_PLUS s Pikalom
Dolenjska,@TimSecnik jp  èakam na to  da bo bolje ...
Dolenjska,@ales_gantar bodo dunajci dost dobri za mojga frenda? :D
Dolenjska,@nejcdebevec Èe jih je Božièko prnesu
Dolenjska,@Mirko_Mayer hehehe.vec na letaku od Elektra pise  kot je AB povedala komisiji o energiji.
Dolenjska,@Mat3ja koliko dni je pa prliman? Mam filing da bo palu 1x ??
Dolenjska,@StellarGirl_ ritem maš taprav.. ti bi lhk v bolnici delala ;)
Dolenjska,@mmiha2 ja  nej si za ta dnar raje vgradi možgane :)
Dolenjska,Ja  valda  èist sluèajno je kljuèe pozabu ... mfnmkgjmofjjdfndlkdjd #menareidiots
Dolenjska,"Skor tko k pr nas.... ""@YourHistoryPics: New Year's Eve party"
Dolenjska,@lenci53 torek sreda sm frej. Se zna zgodit da takrat. ;)
Dolenjska,Ramos  kaj ti je blo treba tega sranja
Dolenjska,@Razdelilec nè od tega.
Dolenjska,http://t.co/ws7KRVZmZK tuki se znajo vse zment :)
Dolenjska,@rokpusnik @majchi8 z mano se vsakmu poslabša...
Dolenjska,@bilgladen @Urskitka @EffeV ka se prilizuješ zaj
Dolenjska,Jebem ti tehnologijo.pomoje ni blo gola;)
Dolenjska,Drgaè pa pluvajo po eni  kar meni ni všeè.
Dolenjska,@wixy_ štekam. jz sm skor oèala zgubu uèeri v Gali  ampak sm jih dubu nazaj (so poletela na stejð :))) #slaba
Dolenjska,pfff kaj ga je zalepu.
Dolenjska,Me klièe: sem si kupila novga bmw-ja Jz: mislš reèt  da ti ga je fant kupu? Ona: ja  ampak zavarovanje sm jz plaèala! Jz: big girl  big girl
Dolenjska,@MiranZore @zigaikic viš še ena floskula ;-) ni jim hudga ob river plati
Dolenjska,@Uultimata Uno prej nism prebral ampak to pa sm
Dolenjska,Prerezala sta si vrate. Zdj se pa zalizujeta in ljubita še bolj kot prej.
Dolenjska,@Jaka_R2 cist sm pozabu na pick  sorry. Dj mi kr naslednjega available  sam da ni pitcher prosim.
Dolenjska,@merineseri ok takrat nebodo veè zizal da bi ble joške v nevarnosti.. ??
Dolenjska,@sturmg ziher je bil. sam ni bil še deferiniran.
Dolenjska,Vèasih je bl tak da so eni pil Union
Dolenjska,A Ledo bo zdj na lazanje namest vsebovanih kalorij pisal konjsko moc?
Dolenjska,@Futrovnik hvala enako.. jst grem dons  pa ne zarad èelade..... vroèe..
Dolenjska,@Urska_ Mislm  da bi jih kr mogl imet :)
Dolenjska,@kriminolog najrajš mam pa pr štrdesetih zjebene kolke in kolena :) norci
Dolenjska,Po #zaslisanje #Bratusek 1.mesto v oddaji SIT za leto 2014. @PRO_PLUS kr nakazte dnar na njen racun...
Dolenjska,@IrenaSirena aja sorry  preveè površno prebrala twit... sem pa faksu :) Drugaèe pa štekam ja in se strinjam z twitom
Dolenjska,@RichieKis ne boš verjel  ampak je na njegovi strani  sej se bom kmal loèila spet :)
Dolenjska,@macjipastir ful dobr  zmer so mi bli všeè piflarji :)
Dolenjska,Comp dela. Vse skor zamenjal  pol je pa zvocna v kurcslusu.
Dolenjska,@firbec a to je to. Zakon. Pol naj grem še 1x  da se ga spomnem? :)
Dolenjska,Tenk ju @mojcau. Še zmeri vidm zajèke zarad tebe :P
Dolenjska,@kekbarbara ni vina. od Martina Lutrovga klet. Freske po stenah in glasbeni koncerti-inštrumentalni se odvijajo. Jst tm harmonko raztegnu??
Dolenjska,@Jure_Bajic @MarjanaSS pomoje tipi gledajo tiste bièoze :) ups... vulgarnost
Dolenjska,@nejcjemec absolutno prav: 4+9=13 ;-) mah
Dolenjska,Ko bi stopu na ploènik bi rad slišal: tuk tuk sir. Ajme yes! ??
Dolenjska,Drgaè pa vse kobilce poklièeš na kup. Vzameš eno in jo poješ. Ostale bodo odskoèile ko norc.
Dolenjska,@had bruto al neto? Sam se to info rabm  pa jim bom zihr vrjela..... :-)
Dolenjska,Sam eni   se pa kr prek twiterja poseksate.
Dolenjska,@missnymphee a figo tut pojejo? Zato pa kr zginejo pr nam ??
Dolenjska,@pengovsky jz sm pa popikana od komarjev. èist. novembra.
Dolenjska,@RichieKis ja  z deci itak ni nè...
Dolenjska,@poirot986 Pametno ja. Jst si ga bom zrihu za october baseball.
Dolenjska,3
Dolenjska,@ManjaKovacic A380? Od Emiratov? Enjoy the ride :-) Dobr si vse zapomn  inflight prinesi  da boš poroèala  kako je bilo. Sreèno pot!
Dolenjska,@TjasaSeme @LidlSLO men so dobri zavitkiiii :)
Dolenjska,Maèki okol oèi  da se mi kr vrti.
Dolenjska,Podaljški tko al pa drgaè.
Dolenjska,@sasabatistic tud on me ni pomiriu. In ce smo za tork rekl da je blo vse skupi neka zalost lahko za dones recemo da je povsod vsega prevec
Dolenjska,Jst bom pa za maškure union pil.
Dolenjska,@mikimirko as se zmer mal pivnjen?
Dolenjska,@Firbec ah za to pa ne rabiš zdravila. Ti lahko jst kako uspavanko zapojem :)
Dolenjska,crnkovièa skenslal iz sobotne priloge. kr ne morm verjet. toj isto kokr èe bi rekl da janša ni pršu v parlament. prav mu je. mene je benal
Dolenjska,@mclion jooj ti pa se ne vem :)))
Dolenjska,Špasen polèas. Tudi èe je na mute (zarad žura in druženja). #elClasico
Dolenjska,V tem tempu bo na Merseyside derbiju padlo tam okol 20 golov ...
Dolenjska,@Firbec tnx. Noèem bit v bolnc. Sem rajši v domaèi oskrbi. :)
Dolenjska,Eden je umrl  drug gre na oddelek. Jst grem pa lahko domol. #win
Dolenjska,Matr.... ce bi rekla  da je tole podn  bi podn prizadela #sociala na #evrovizija2014
Dolenjska,@Pegatka Maš prav  zadnja leta itak ni blo nevem kaj. Ampak nostalgija se vedno prikrade... :)
Dolenjska,@ItaqRina Ne... tuki je blo skos ful èisto in nasploh kul :) sliši se ful bedno...
Dolenjska,OMG kok masten krof... to mi deli. Šiptars never change plz
Dolenjska,@MladenPrajdic zihr se bo  ja :D
Dolenjska,"""mudel"
Dolenjska,@anejmehadzic @pivk ni ga cez domac futr! :)
Dolenjska,@sasabatistic to sliko mam že od skoz. A sm šele zdej ratala poduhovljena? :P Jest sm se prejle pofoèkala po mejlu :)
Dolenjska,Ka je res folk v Sloveniji tako zabit? http://t.co/P7YN8uh98Q
Dolenjska,Nekak kr noèem pogledat #TrueDetectiveFinale. Kaj bom pa potem?
Dolenjska,Tale rosvitica pa ni lih doktor matematke... @TVOdmevi
Dolenjska,@SaraKarba drgaè maš lhk peèeno baterijo
Dolenjska,Bod na strani ko dva na Marakani;) #ggmu
Dolenjska,Štiklci iz novga kevdra... http://t.co/eC28VA7wV9
Dolenjska,Tamal noèe na pediatrijo ker mu je tle fajn. Sam iz finanènega vidika ni raèunice.
Dolenjska,Fotr ma veè dela zdej z maèkom.. Hecko :)
Dolenjska,@MeFollowYouAll to zihr leti na marušo ferk
Dolenjska,@e_vilinka hospital. sestra z mošnièkom. :)
Dolenjska,@Mat3ja ne ne. Sam svoje majce nosim.. Odzadi pa kej tazga piše. http://t.co/8ANzRJ9JFq
Dolenjska,@vahlc prnes mi božièka :)
Dolenjska,Drgaè pa ptièki lepo èivkajo vni.
Dolenjska,pride ded na obisk: nabirko za kuèana pobiram  ker so mu pokral žlebove  sej èe ne bi drugje kral  in bi bil doma  bi blu vse vredu! #dedicar
Dolenjska,@Natka456 sej prov. Paše za ušesa ;)
Dolenjska,Tamala je pa razturala! Wow! #slotalent
Dolenjska,@klavdijaactual je bil ze cas  zgleda je mene vidu k sm se obril ??
Dolenjska,Pesek mam v uèkah  prsežem.
Dolenjska,@johnko89 jst bi enga za zaorat in sfrezat rabu
Dolenjska,Mal sm se zamislil nad bralnim repertoarjem... http://t.co/3qgnZuPb2E
Dolenjska,@teh_tarik a boš ti sluèajno v Rogu za NY? (jz sm se pridružu zabavi :))
Dolenjska,@hovhov èe kdo muèi živali
Dolenjska,@Futrovnik dobr  da nisi še druge kave spil....
Dolenjska,@edvardkadic jst jo neb dotaknil niti prek free wifija?
Dolenjska,@ales_gantar @PeterSvetina bedni so fulll
Dolenjska,@Komanovmulc ja pa nc  ona uporablja fb  potrudi se
Dolenjska,Vi tam na Akanalu in @24UR ki tako radi teèete.Osvežil zadeve dobil spet hrvaške programe. To je the best. Sam tist kurèu napis je pa še kr.
Dolenjska,Valda  da navijam za #ARG  èe je pa pol žlahte zbežal dol...
Dolenjska,@fejstmozakar sorèi sam žlahta in frendi :) @samcov
Dolenjska,@MitjaKravanja @DavidToff @lisjakm @zigaikic jp  ravno pred parimi tedni so dodali app. Delavska je top najnižje provizije in ostali stroški
Dolenjska,Še mal veè k eno uro kle v Dusseldorfu preden se zaènem premikat spet. Vprašite kej o Islandiji #navoljozavprašanja :)
Dolenjska,kot da je važn kdo bo novi precednik...
Dolenjska,@HamManuela ubijam za deci vina. :) doma nimamo nikol nc :)
Dolenjska,Kaj je drgaè narobe z rdeèelaskami? :) http://t.co/tfLz0nLFch
Dolenjska,@drfilomena dosti je že par kosov papirja pa pušlèek iz trt. Kukr keri
Dolenjska,@savicdomen inðoj! ;) èe bojo tok fajn k v CD s sinfoniki
Dolenjska,@_seeke ej dej mi na dm pošl mail mamo neke nove demote  èe te zanima :)
Dolenjska,@lilayRose dost je že  èe si ga odvrtela do 0.00 :)
Dolenjska,@JsSmRenton ja. Vidm  da ti zgledam normalna. :)
Dolenjska,Slovnca me jebe. #fakmi harder
Dolenjska,@sasabatistic sej se sploh nc pametnga ni blo. Se za smejat ne... :D
Dolenjska,@Voyo_si to se ne da gledat res...
Dolenjska,Èe bi reku  da vas mam poln kurac  bi bil tiè lajk za tkole pogledat O.o
Dolenjska,A se oni mal norca delajo iz nas? A ne bi rajš izrabl plac za kej bl konkretnga... npr. pocen motika za krompir okopat? http://t.co/8r1DbfeAUF
Dolenjska,@NusaZajc za popizdt
Dolenjska,@Mat3ja se pa še spoznavam z lumio. Ni nbenih takih namenov. ??
Dolenjska,@urosg77 njihova prva plata  ko so igral še dobr pop-rock  in še niso bli komercialne pizde  je veliko boljša :)
Dolenjska,@Selestenje res je. študentarija ima veè pravic kot navadni delavec. Tud jst sm bilštudent  pa sem bil veè plaèan od navadnih delavcev.
Dolenjska,@vanfranco žal na interneti. new zealand herald. ženska jo je vn potegnila. :)
Dolenjska,@MladenPrajdic sam reè kej  pa si mrtu!
Dolenjska,@SZagorc lepa skirca :)
Dolenjska,@ItaqRina lol vazn da je analiza ane :-)
Dolenjska,Ko dam pa nogo še simobilu bom pa happy happy.
Dolenjska,Tale je pa prov moèen. Škorpijon in kobra iz kamboðe http://t.co/SKnF26VZv5
Dolenjska,moj fotr noèe niti slišat za 13. amandma... #fuckit :)
Dolenjska,Kahl ne preprica  k mu skos ena koka v besedo skace.... #soocenje
Dolenjska,Kle sm u Mariboru pr sorodnikih. Vsi me siljo da grem pogledat ognjemet na Lent  jz sm pa tok zaspan #decisionsdecisions
Dolenjska,@gpochi me je za vèeraj zafrknil app ... ni in ni me logiral  preveè crknjen za do kompa in izgubil pike od Crosbyja ... danes odloèa
Dolenjska,živèki se poèasi nabirajoooo #faks
Dolenjska,@wixy_ iskal sm bolj specifiène predloge  ampak vseen hvala :)
Dolenjska,@mmiha2 zanalasc pise vse s hastagi
Dolenjska,@_seeke ooo kok sweet :) èestitam!
Dolenjska,@ales_gantar ampak nisi ga prebolu  vidm :)
Dolenjska,Še dobr  da moram pred petjem zmer delat dihalne vaje  drugaè bi že koga ustrelila... #vdihizdih
Dolenjska,Gledu sm tanov X-Men  100x boljše ko fuzbal
Dolenjska,@z8_LJ @MiranZore èaka se strica iz ozadja. Èist zares ... p.s.: daj mu vseen kakšen hint ;-)
Dolenjska,Vèeri sem šla po petih letih telovadt  danes tud sedt ne morem veè. Sve me boli.
Dolenjska,@LukaMarcetic ce je pa res bedn mix pokradenih komadov :)
Dolenjska,@Komanovmulc @schoo666 brez bmwja ne bo nè  ja :)
Dolenjska,@pietrodom dobr izgovor. Paè si pazu na èevlje in frizurco
Dolenjska,@AjdaAude Haha  itak. Sm mela mal pavzice vmes in zdej že razmišljam o èetrti :)
Dolenjska,Ka moraš bit psiho da poslušaš #DieAntwoord :)
Dolenjska,@savicdomen a ni bil glih JJ tist k je mel eno lepo knjigco pred volitvami? tisto; kako v stotih dneh reši svet.... a jo je zgubu? revež.
Dolenjska,@Komanovmulc dodej jo na fb pa tež  dokler ne bo...
Dolenjska,@Pippinho_09 vse se da  èe si dobr :)
Dolenjska,"""Braèna veza teža od poreza"" hahaha http://t.co/dx6meJyTCO"
Dolenjska,Uro in pol pumpa ob zvokih rage against th maschin. Top! Zdej sem pa samo še za na britof dobr. http://t.co/M5pgkWXQFb
Dolenjska,Clovk si more tud zaee cas vzet.... mmmmm #100happydays #day66 #relax http://t.co/ouWqmHRIii
Dolenjska,@betmenka hahahahaha  mogoèe toysoldier?
Dolenjska,Ko je zmanjkal elektrike  je blo še nekak zabavno. Zdej  ko mi bo crknu telefon  pa ni veè tako :(
Dolenjska,Bravo za @amis. Hvala za ukinitev programov SK.kje bom pa el classico gledu dons?????
Dolenjska,@ivicafurjan za klavirko se gre  klavirko za bozjo voljo... :)
Dolenjska,@ItaqRina omg  pa vedno se zgodi èist ob napaènem trenutku #safr
Dolenjska,ne da se mi veeeeè! #faks #ekonomija
Dolenjska,@MeowNever Kaj pa vem. Jz sm na polno zaposlen tko da k to dobim pomeni cele dneve dela. Pa že zdej sm neki prehaljen #fml
Dolenjska,@Maaadridista ja tocno
Dolenjska,.... dobr
Dolenjska,Ko mislš  da je bla ema slaba  pa dobiš reality slap #znanobrazimasvojfail
Dolenjska,@A_de_TIC še zdaj ne morm verjet kok je bil dober. nebesa
Dolenjska,@rudibr No can do  ker sem zdaj podaljšala džabest :)
Dolenjska,Leto konja? Je to dobr?
Dolenjska,@Chateebox jz sm pa deko potegnu iz omare :-) ni lahko res
Dolenjska,San iz sajning vetr iz svit #pomlad
Dolenjska,@Max970 je kr realnost. JJ je rdeè @BVoje
Dolenjska,he  tako je to... https://t.co/R6RKApiwn5
Dolenjska,Nirvana je carski bend. Tist k misl drgaè  naj se gre drogirat. bo prec spremenil mnenje
Dolenjska,@Grossbruder trolanje je hudiè :)
Dolenjska,Za popizd't  ta comp bom sm èez oknu vrgu
Dolenjska,Khm.... mal mam mešane obèutke glede tega trailerja http://t.co/EkFSm3q2OZ #TheLittlePrince
Dolenjska,I'm home. Ne vem a je to dobr al slabo  zaenkrat se ne morm odloèt
Dolenjska,U mojmu bloku ne morm nobenga prost za eno žlièko soli  @mercator_sl je moj najboljši sosed :))
Dolenjska,@wixy_ jz sm se pa glih v pisarno prpelu. kill me nao
Dolenjska,@rokpusnik si bil v elementu:))) sicer men ni kj dostn za ta whiskey  razn kadar je na dobro podlago:)
Dolenjska,@sasabatistic aja  dve novi knjigi mam zate. Morve se kej zment. Èeprou ne vem  kako jih bom prnesla in kako jih boš ti odnesla :D
Dolenjska,Ko se s @Pal4e na vrat na nos odloèimo  da gremo v LJ na bubble tea :D Komaj èakam!
Dolenjska,#KHL draft je res adijo pamet. Po 7 blokiranih pickih je Medvešèak izbral kar Connerja McDavida (the next next one). Brez slovenskih pickov.
Dolenjska,Kid: mami je rekla  da moram bit pridna Jz: brezveze  zakaj? Kid: ker èe ne bom  mi miklavž ne bo nè prnesu Jz: veš  miklavž ane... sploh...
Dolenjska,@bilgladen nè me ne poklièeš  gej
Dolenjska,@uporabnastran uff kje je še Slovenija pri tem  jaz se tudi ne bi branila kakšne napravice za lažje twitanje :))@MatejaBlatnik @Tusmobil
Dolenjska,@jernejgantar jp  na netu  tudi HD. 45 rubljev na tekmo kar je toèno 1 evro. Zaenkrat zadovoljen  ni pa nhl gamecenter.
Dolenjska,@batecc jaz bi šel feštat na hokej ob morju. Ah ...
Dolenjska,tale tip na googlu je podobn dieslu  tko k moja rit anoreksiji #fail #artist
Dolenjska,(Sis): vzela sem tvojo oblekco  sej je še kar lepa... Puta madre.
Dolenjska,@johnko89 jz nisem nè kriva :)
Dolenjska,Šparovc je nastavlen. Samo še žlahto èakam ... :) http://t.co/KUB4ukdR8Q
Dolenjska,@KarmelinaHu @Hribar13 tvoj je tud dobr. Ampk nej ti bo. Bros' before hoes' :)
Dolenjska,@uros_g se je tolk nabral  da bi rabil dva  ne enega :-)
Dolenjska,"@vanfranco ""od èega""? lol"
Dolenjska,@Gospod_profesor sm modrijane že gledal v živo ;) @MitjaKravanja
Dolenjska,@klavdijaactual ja nè  en tak lep international party je bil pr men :) pa krajši ogled mesta sm prpravu. Mogoèe @teh_tarik deli kak detajl:)
Dolenjska,"""Dok god je ovih frikova sa punom vreèom trikova"
Dolenjska,ni glih tastara sepultura.... je pa nuvejš aborted. ampak èez tastaro sepulturo je nej https://t.co/mrii4Dy9MX
Dolenjska,@sasabatistic ja upam da bo v drugo kej bols. Men nasa ni kul. Nc posebnega. No sm pa zadovolna da vsaj balada ni :D
Dolenjska,@rodnagruda84 kva ona je metalka? @savicdomen
Dolenjska,@MarkoSiska boljš zanjga  ker ga dajem zdajle v prvo postavo fantasyja
Dolenjska,Nutele sem se kr z žlico lotila :)
Dolenjska,@Jinxovje ja noooo
Dolenjska,Severnokorejci v lovu za Messijem (STA) ... matr sem se ustrašil  da Kimi res hoèe ugrabit La Pulgo. Èe je že Sony shekal ...
Dolenjska,@Nykare Haha  pol je pa to verjetno to. No  bom mogla še mal poèakat  da vidm.
Dolenjska,Ha! Oblekel se bom v tabornika in na vseh singlah bremzal na èrto  pa da vidmo.
Dolenjska,@Pal4e jest sm si ga tut  po tem ko sem prebrala tvoj twit :D bi bil dober ja  pa še obe vemo kje bi se ga dobil :D
Dolenjska,@tjasanovak Ej sploh ne govor. Jz sm vsak dan bolj prehlajen. Pa vsak dan mam veè za nardit. Ampak  grem vsaj na morje kmal :)#lightattheend
Dolenjska,@kricac Uff tole je moj cilj za èez 2 leti... Èe mene vprašaš je to super èas!
Dolenjska,@Pal4e sm mela pa je premejhna :( tk de moram zdej novo zbrat :(
Dolenjska,@juremes mem je barilla prov zakon. Zadniè sm jedu barilla špagete katerim je rok porabe potekel 2010. Odlièni so bli @savicdomen
Dolenjska,@rokpusnik ka te veèkrat izda?
Dolenjska,@markopigac @BokiNachbar Jp. To danes manjka.
Dolenjska,Sam še metat se morjo nauèit pa bojo dobri košarkaši :)
Dolenjska,Js sn bil pa zihr da lahk zmagamo #junaki
Dolenjska,@AnkaLesar Ah ne moreš vse nardit iz prve... :)
Dolenjska,@karinska_ Torej s tem ne proftiraš èist niè... Je boljš  da izbereš nekaj iz 1€ menija pa je :)
Dolenjska,@JsSmRenton kva nj obkrozim? sps?
Dolenjska,@Selestenje Hahhaa  yaaay! :) Ko gledam za nazaj  se itak lahko samo smejem  sam takrat pa... omg  kako me je bilo sram :)
Dolenjska,OMG  OMG  kaj se to dagaja Realu  mama mia. Konec je z njimi  rn bo letu na cesto  kdo bo bomo pa videl.
Dolenjska,@juregodler @kricac @Pizama @milijonar @jocohud amm glede na to da se bliža leto 2015
Dolenjska,@gpochi jp  že na poti v LJ za zadnjo tretjino. Prižgal sicer ravno v 30 sekundi :-) Sem se brihtal na pa težil po TW ...
Dolenjska,@ljkucic Jest se ga z veseljem znebim. Sm ga sprobala in dela :)
Dolenjska,Ufffff  blizo je bilo to. #RealMadridvsLiverpool
Dolenjska,a je Tonèi prklopljen na štrom? #euroslo
Dolenjska,@RopotarK Hehe saj veem  saj se strah z vsakim obiskom zmanjšuje :).
Dolenjska,... omg  èe Gal ne zmaga  pol je treba za vedno ukint televoting!
