label,text-cat
place,"smaller areas"
place,"smaller towns"
human,"I"
nonconc,"That"
nonconc,"That"
human,"my mother"
human,"me"
nonconc,"That"
nonconc,"That"
human,"You"
time,"lot"
time,"times"
nonconc,"responsibilities"
nonconc,"that"
human,"you"
human,"one child"
human,"family"
human,"you"
nonconc,"it"
nonconc,"thing"
human,"I"
human,"I"
human,"one brother"
human,"we"
human,"you"
nonconc,"exactly what"
human,"you"
human,"we"
human,"My mother"
human,"She"
concrete,"her house"
veh,"her car"
time,"age eighty-three"
human,"We"
nonconc,"one respect"
human,"she"
nonconc,"her stroke"
human,"she"
human,"you"
nonconc,"what"
nonconc,"home life"
human,"you"
nonconc,"anything"
nonconc,"her choosing"
anim-uncoded,"course"
human,"she"
nonconc,"it"
nonconc,"stroke"
nonconc,"care"
nonconc,"that concern"
human,"us"
nonconc,"That"
nonconc,"That"
oanim,"It"
nonconc,"That"
nonconc,"I"
nonconc,"strides"
human,"you"
nonconc,"lot"
nonconc,"areas"
human,"people"
anim-uncoded,"course"
human,"populations"
nonconc,"That"
nonconc,"things"
human,"they"
human,"grandparents"
human,"they"
human,"grandparents"
nonconc,"that"
human,"them"
human,"child carer"
nonconc,"it"
nonconc,"That"
nonconc,"That"
nonconc,"matter"
nonconc,"or"
nonconc,"priorities"
human,"I"
nonconc,"some priorities"
human,"I"
human,"you"
nonconc,"It"
human,"you"
nonconc,"care"
human,"Cynthia"
concrete,"What"
human,"you"
nonconc,"work"
time,"today"
human,"you"
human,"I"
nonconc,"business"
place,"my home"
human,"I"
time,"morning"
concrete,"sweats"
nonconc,"whatever"
human,"I"
human,"kids"
human,"I"
nonconc,"meeting"
human,"client"
human,"I"
concrete,"suit"
concrete,"clothes"
human,"I"
nonconc,"my wardrobe"
concrete,"suits"
concrete,"that"
human,"I"
concrete,"and and"
concrete,"jackets"
concrete,"blouses"
concrete,"all that"
concrete,"That"
human,"me"
human,"I"
nonconc,"wardrobe"
human,"I"
nonconc,"it"
nonconc,"it"
nonconc,"some variety"
concrete,"and and"
concrete,"blouses"
concrete,"scarves"
concrete,"belts"
concrete,"things"
concrete,"that"
nonconc,"What"
concrete,"your wear"
human,"you"
concrete,"jeans"
time,"most"
time,"time"
nonconc,"It"
human,"you"
concrete,"shorts"
time,"day"
time,"today"
nonconc,"it"
concrete,"Dress shorts"
nonconc,"It"
human,"I"
human,"we"
place,"Texas"
nonconc,"my wardrobe"
human,"we"
place,"Colorado"
human,"I"
concrete,"closet"
concrete,"sweaters"
nonconc,"That"
human,"You"
place,"Virginia"
nonconc,"that"
human,"I"
concrete,"those"
time,"Today"
nonconc,"it"
nonconc,"eighty-eight degrees"
concrete,"my sweaters"
concrete,"closet"
time,"quite while"
time,"Today"
time,"shorts day"
nonconc,"This"
human,"we"
human,"you"
nonconc,"it"
nonconc,"it"
human,"everybody"
nonconc,"cabin fever"
time,"today"
nonconc,"It"
nonconc,"It"
human,"you"
human,"'s"
concrete,"What"
human,"I"
nonconc,"work"
time,"today"
human,"I"
concrete,"and"
concrete,"shorts"
concrete,"blouse"
concrete,"shoes"
nonconc,"occasion"
nonconc,"occasion"
human,"I"
human,"you"
human,"I"
concrete,"suits"
human,"I"
concrete,"and sweaters"
nonconc,"occasion"
human,"I"
concrete,"jeans"
human,"you"
human,"you"
anim-uncoded,"there"
nonconc,"dress code"
human,"I"
human,"you"
human,"people"
human,"you"
concrete,"all attire"
human,"I"
concrete,"heels"
nonconc,"that"
human,"me"
human,"I"
concrete,"building"
human,"I"
concrete,"shoes"
human,"you"
time,"winter"
human,"I"
concrete,"sweaters"
time,"summer"
human,"you"
human,"I"
concrete,"piece dresses"
concrete,"sleeves"
concrete,"things"
concrete,"that"
concrete,"accessories"
human,"I"
place,"home"
human,"I"
concrete,"and"
concrete,"sweatpants"
concrete,"things"
concrete,"that"
human,"you"
human,"they"
concrete,"they"
concrete,"Bermuda shorts"
human,"I"
concrete,"blazer"
concrete,"them"
human,"I"
nonconc,"lot"
nonconc,"compliments"
concrete,"them"
human,"I"
human,"you"
human,"they"
concrete,"their attire"
human,"you"
concrete,"jeans whatever"
human,"you"
human,"I"
human,"woman"
human,"I"
nonconc,"work"
human,"that"
nonconc,"that"
human,"me"
anim-uncoded,"fact"
human,"I"
concrete,"outfit"
nonconc,"gift"
concrete,"that"
concrete,"it"
concrete,"one"
concrete,"those skorts"
human,"you"
concrete,"it"
concrete,"shorts"
concrete,"it"
concrete,"skirt"
human,"I"
nonconc,"that"
nonconc,"work"
human,"I"
place,"Virginia"
human,"I"
human,"you"
time,"today"
time,"about fifties"
human,"you"
human,"you"
human,"I"
concrete,"lot"
concrete,"and"
concrete,"sweaters"
concrete,"things"
concrete,"sweater dresses"
human,"we"
human,"you"
time,"winter"
nonconc,"that"
human,"I"
human,"we"
nonconc,"everything"
anim-uncoded,"there"
concrete,"clothing"
nonconc,"it"
human,"you"
human,"Archie"
human,"I"
human,"Sharon"
human,"I"
nonconc,"that"
nonconc,"that"
nonconc,"movie"
nonconc,"one"
nonconc,"best things"
nonconc,"it"
nonconc,"scenery"
human,"I"
nonconc,"story"
human,"I"
human,"Kevin Costner"
nonconc,"job"
nonconc,"it"
human,"I"
human,"I"
place,"Wyoming area"
human,"I"
animal,"WOLVES"
human,"I"
place,"South Dakota"
human,"you"
place,"that"
concrete,"Terrain"
nonconc,"That"
human,"I"
nonconc,"that"
human,"I"
time,"yesterday"
nonconc,"paper"
nonconc,"something"
nonconc,"it"
human,"I"
nonconc,"it"
nonconc,"twelve awards"
human,"all critics"
human,"you"
nonconc,"it"
nonconc,"it"
nonconc,"dud"
nonconc,"it"
human,"everybody"
human,"you"
human,"you"
human,"THE ENEMY"
human,"you"
nonconc,"that one"
nonconc,"SILENCE"
animal,"THE LAMB"
human,"I"
human,"I"
time,"every weekend"
human,"I"
nonconc,"those"
nonconc,"two movies"
human,"I"
nonconc,"It"
human,"I"
nonconc,"it"
human,"I"
anim-uncoded,"there"
nonconc,"and guts"
nonconc,"it"
nonconc,"anything"
nonconc,"that"
nonconc,"it"
nonconc,"more suspense"
nonconc,"one"
nonconc,"SILENCE"
animal,"THE LAMBS"
nonconc,"movie"
human,"somebody"
nonconc,"that kind"
nonconc,"stuff"
nonconc,"it"
nonconc,"points"
human,"I"
nonconc,"they"
nonconc,"movies"
human,"Somebody"
place,"South Carolina"
human,"me"
human,"him"
human,"I"
human,"he"
nonconc,"his heart"
nonconc,"it"
human,"I"
human,"he"
nonconc,"it"
nonconc,"it"
human,"I"
nonconc,"it"
nonconc,"something"
nonconc,"that"
human,"he"
human,"He"
nonconc,"it"
human,"he"
nonconc,"it"
human,"You"
human,"he"
nonconc,"story line"
human,"I"
human,"he"
nonconc,"it"
nonconc,"it"
nonconc,"all kinds"
nonconc,"awards"
nonconc,"it"
nonconc,"box office"
human,"I"
human,"he"
human,"I"
human,"he"
nonconc,"job"
nonconc,"self-satisfaction"
human,"he"
nonconc,"it"
nonconc,"any awards"
nonconc,"that"
human,"they"
human,"him"
human,"Who"
human,"I"
human,"who"
human,"that guy"
human,"he"
human,"character"
human,"I"
nonconc,"those two"
human,"You"
human,"I"
human,"I"
concrete,"my watch"
human,"I"
nonconc,"it"
nonconc,"that"
nonconc,"what"
nonconc,"it"
nonconc,"it"
nonconc,"it"
nonconc,"conversation"
nonconc,"your good-byes"
human,"I"
human,"you"
human,"Archie"
human,"This"
human,"Archie"
human,"you"
animal,"WOLVES"
human,"you"
place,"that part"
place,"country"
human,"you"
place,"it"
human,"I"
place,"it"
place,"black hills"
place,"South Dakota"
human,"I"
place,"Omaha"
time,"five winters"
oanim,"rolling kind"
nonconc,"The thing"
nonconc,"that"
human,"I"
human,"critics"
nonconc,"it"
nonconc,"everything"
human,"I"
human,"you"
human,"you"
nonconc,"it"
time,"three hours"
nonconc,"this kind"
nonconc,"thing"
human,"I"
nonconc,"that"
human,"I"
human,"I"
human,"somebody"
human,"me"
nonconc,"it"
nonconc,"thing"
nonconc,"it"
nonconc,"story"
human,"I"
nonconc,"that"
nonconc,"what"
human,"I"
human,"I"
human,"I"
concrete,"my watch"
time,"hour"
human,"I"
nonconc,"that"
human,"You"
human,"THE ENEMY"
nonconc,"that"
nonconc,"it"
nonconc,"terror movie"
nonconc,"it"
human,"you"
human,"Gary Cogill"
human,"you"
human,"who"
human,"he"
human,"He"
human,"movie critic"
human,"you"
human,"He"
human,"movie critic"
nonconc,"channel eight"
place,"Dallas"
human,"he"
nonconc,"talk show"
nonconc,"I F"
nonconc,"it"
time,"seven"
time,"nine"
time,"something"
human,"people"
nonconc,"it"
human,"you"
nonconc,"movies"
nonconc,"it"
anim-uncoded,"There"
nonconc,"dribble"
nonconc,"that"
org,"they"
org,"they"
human,"couple"
human,"kids"
time,"twelve years"
human,"they"
human,"they"
nonconc,"movies"
nonconc,"it"
human,"he"
nonconc,"it"
human,"You"
human,"him"
human,"you"
nonconc,"movie"
anim-uncoded,"fact"
human,"people"
human,"I"
time,"Sunday night"
human,"I"
human,"my daughter"
nonconc,"it"
nonconc,"it"
nonconc,"difficulty"
animal,"WOLVES"
human,"you"
nonconc,"movie"
nonconc,"that"
human,"you"
nonconc,"it"
human,"you"
nonconc,"it"
nonconc,"question"
human,"he"
nonconc,"it"
human,"he"
nonconc,"it"
human,"you"
human,"who"
human,"guy"
human,"that"
human,"wagon driver"
nonconc,"A piece"
nonconc,"trivia"
human,"You"
human,"guy"
human,"he"
place,"army post"
human,"he"
nonconc,"MURPHY BROWN"
human,"he"
human,"Eldon"
human,"her housepainter"
human,"you"
nonconc,"that"
nonconc,"that"
nonconc,"one"
nonconc,"those pieces"
nonconc,"trivia"
nonconc,"that"
human,"somebody"
human,"you"
nonconc,"that"
human,"I"
nonconc,"it"
human,"I"
nonconc,"it"
human,"you"
human,"it"
human,"but"
human,"him"
human,"you"
concrete,"and"
concrete,"beard"
concrete,"that stuff"
human,"I"
oanim,"it"
nonconc,"it"
human,"he"
nonconc,"movie"
human,"I"
nonconc,"it"
human,"you"
nonconc,"it"
nonconc,"lot"
nonconc,"fun"
human,"I"
nonconc,"this conversation"
human,"we"
time,"minutes"
human,"I"
human,"we"
nonconc,"enough"
human,"I"
human,"we"
nonconc,"this thing"
human,"I"
nonconc,"it"
human,"we"
nonconc,"that"
human,"Sharon"
nonconc,"thing"
human,"me"
human,"I"
nonconc,"couple"
nonconc,"ways"
nonconc,"what"
nonconc,"privacy"
human,"I"
nonconc,"invasion"
nonconc,"privacy"
nonconc,"something"
nonconc,"that"
nonconc,"your state"
nonconc,"that"
nonconc,"one thing"
nonconc,"privacy"
nonconc,"something"
nonconc,"that"
nonconc,"your state"
nonconc,"information"
nonconc,"it"
nonconc,"words"
nonconc,"something"
human,"you"
nonconc,"that"
nonconc,"another"
nonconc,"type"
nonconc,"privacy"
human,"me"
nonconc,"this country"
nonconc,"time"
human,"someone"
nonconc,"information"
human,"you"
nonconc,"that"
nonconc,"That"
nonconc,"it"
nonconc,"invitation"
human,"parties"
nonconc,"phone things"
nonconc,"that"
nonconc,"number"
human,"I"
nonconc,"them"
human,"I"
human,"they"
human,"anyone"
nonconc,"them"
nonconc,"they"
nonconc,"any effect"
nonconc,"this"
human,"I"
nonconc,"them"
human,"I"
human,"I"
nonconc,"what"
nonconc,"they"
human,"I"
nonconc,"they"
nonconc,"politeness"
human,"people 's"
nonconc,"phone"
mac,"machine"
human,"I"
human,"people"
mac,"it"
nonconc,"what"
mac,"it"
human,"they"
nonconc,"obligation"
anim-uncoded,"there"
human,"person"
human,"those"
human,"who"
nonconc,"information"
human,"they"
nonconc,"it"
human,"I"
human,"I"
human,"you"
nonconc,"or"
nonconc,"conspiracy theories"
human,"I"
nonconc,"whatever"
human,"parties"
nonconc,"it"
nonconc,"your knowledge"
anim-uncoded,"there"
nonconc,"and"
nonconc,"things"
nonconc,"that"
nonconc,"that type"
nonconc,"privacy"
human,"you"
human,"them"
nonconc,"things"
nonconc,"that"
nonconc,"that type"
nonconc,"privacy"
human,"you"
nonconc,"it"
human,"I"
nonconc,"one"
nonconc,"paranoia"
nonconc,"It"
nonconc,"surmise"
human,"I"
nonconc,"it"
nonconc,"this country"
human,"I"
org,"G B"
nonconc,"my phone"
nonconc,"anything"
nonconc,"that"
human,"you"
nonconc,"conscience"
nonconc,"something"
human,"I"
human,"I"
concrete,"letter"
human,"I"
org,"they"
nonconc,"it"
human,"They"
human,"you"
nonconc,"one"
nonconc,"problems"
nonconc,"data base"
nonconc,"it"
nonconc,"access"
human,"who"
nonconc,"that information"
human,"I"
org,"they"
org,"they"
nonconc,"it"
org,"companies"
human,"you"
nonconc,"software"
human,"customers"
human,"I"
human,"you"
nonconc,"that"
nonconc,"it"
human,"they"
human,"someone"
human,"who"
human,"you"
nonconc,"cash price"
nonconc,"it"
human,"I"
human,"you"
human,"you"
nonconc,"it"
nonconc,"what"
org,"company"
nonconc,"it"
anim-uncoded,"there"
nonconc,"something"
human,"virtually anyone"
human,"any hacker"
nonconc,"what"
nonconc,"your income"
nonconc,"what"
nonconc,"spending habits"
human,"that hacker"
nonconc,"touch"
human,"thief"
nonconc,"what"
nonconc,"invasion"
nonconc,"privacy"
nonconc,"invasion"
nonconc,"your home"
human,"I"
nonconc,"it"
human,"you"
nonconc,"another thing"
nonconc,"that"
human,"me"
anim-uncoded,"there"
nonconc,"invasion"
nonconc,"my privacy"
human,"I"
anim-uncoded,"there"
human,"I"
human,"I"
nonconc,"way"
human,"people"
nonconc,"my privacy"
human,"I"
nonconc,"norms"
nonconc,"behavior"
human,"I"
place,"street"
nonconc,"something"
human,"someone"
nonconc,"my privacy"
human,"I"
human,"I"
human,"I"
nonconc,"that"
human,"I"
place,"India"
nonconc,"things"
anim-uncoded,"quite"
nonconc,"terms"
nonconc,"that"
anim-uncoded,"There"
nonconc,"less"
nonconc,"sense"
nonconc,"privacy"
nonconc,"fact"
nonconc,"it"
nonconc,"no language"
nonconc,"word"
nonconc,"privacy"
nonconc,"language"
human,"I"
nonconc,"word"
nonconc,"loneliness"
nonconc,"Loneliness"
nonconc,"closest"
human,"you"
nonconc,"which"
nonconc,"it"
nonconc,"state"
anim-uncoded,"there"
human,"I"
concrete,"doors"
concrete,"latches"
concrete,"them"
human,"People"
human,"you"
anim-uncoded,"there"
concrete,"door"
human,"you"
concrete,"it"
concrete,"it"
nonconc,"your way"
human,"people"
human,"westerner"
place,"India"
human,"I"
nonconc,"my sense"
nonconc,"privacy"
human,"You"
nonconc,"it"
nonconc,"hand"
human,"I"
human,"I"
place,"street"
human,"lunatic"
human,"people"
human,"me"
place,"this country"
human,"everyone"
concrete,"doors"
human,"you"
human,"lunatic"
human,"you"
nonconc,"norms"
nonconc,"behavior"
human,"people"
nonconc,"attention"
human,"you"
human,"they"
nonconc,"questions"
nonconc,"sense"
nonconc,"your privacy"
human,"you"
nonconc,"what"
nonconc,"norms"
human,"you"
human,"you"
nonconc,"it"
nonconc,"it"
human,"you"
nonconc,"another reason"
nonconc,"set"
nonconc,"norms"
nonconc,"which"
nonconc,"case"
nonconc,"all cultures"
oanim,"it"
human,"I"
nonconc,"it"
human,"I"
nonconc,"that"
nonconc,"something"
nonconc,"that"
nonconc,"that"
human,"I"
human,"I"
human,"people"
nonconc,"sex"
nonconc,"things"
nonconc,"that"
human,"I"
human,"they"
human,"you"
place,"India"
human,"you"
nonconc,"results"
nonconc,"sex"
nonconc,"population"
time,"every years"
human,"I"
anim-uncoded,"there"
nonconc,"hope"
human,"I"
time,"time"
human,"I"
human,"I"
nonconc,"things"
nonconc,"that"
human,"I"
nonconc,"privacy"
human,"you"
human,"you"
nonconc,"sense"
nonconc,"privacy"
human,"anyone"
time,"some period"
time,"time"
human,"me"
nonconc,"lot"
nonconc,"what"
human,"I"
nonconc,"sense"
anim-uncoded,"there"
nonconc,"this barrier"
human,"me"
nonconc,"which"
human,"people"
nonconc,"that"
human,"I"
human,"I"
human,"people"
nonconc,"that"
nonconc,"All examples"
human,"or or"
human,"Witness"
anim-uncoded,"Jehovah 's"
human,"Mormons"
human,"someone"
concrete,"door"
concrete,"which"
human,"I"
human,"someone"
anim-uncoded,"there"
nonconc,"that sense"
human,"I"
concrete,"my door"
human,"they"
nonconc,"what"
human,"I"
nonconc,"what"
human,"I"
human,"they"
nonconc,"something"
nonconc,"that"
human,"I"
human,"people"
human,"any friend"
human,"anyone"
human,"I"
nonconc,"my number"
human,"me"
human,"no one"
concrete,"my house"
nonconc,"that"
nonconc,"more"
nonconc,"sense"
nonconc,"invasion"
human,"I"
human,"I"
nonconc,"that"
human,"I"
nonconc,"example"
nonconc,"thing"
nonconc,"that"
concrete,"phone"
human,"it"
org,"T I"
nonconc,"my reaction"
nonconc,"it"
nonconc,"some sort"
nonconc,"phone message"
human,"I"
nonconc,"this"
nonconc,"something"
human,"I"
nonconc,"my reaction"
nonconc,"one"
nonconc,"that sense"
nonconc,"invasion"
nonconc,"that"
human,"I"
human,"I"
nonconc,"this"
nonconc,"it"
nonconc,"that"
nonconc,"example"
nonconc,"invasion"
nonconc,"that"
nonconc,"time"
human,"I"
human,"I"
nonconc,"calls"
nonconc,"nature"
human,"one"
anim-uncoded,"there"
nonconc,"way"
nonconc,"it"
nonconc,"solicitations"
human,"I"
nonconc,"that"
nonconc,"what"
human,"one"
nonconc,"fact"
anim-uncoded,"there"
nonconc,"control"
human,"one"
nonconc,"some sense"
nonconc,"way"
nonconc,"ritual"
nonconc,"that"
nonconc,"example"
human,"me"
human,"I"
human,"I"
nonconc,"my privacy"
nonconc,"this one"
nonconc,"that"
human,"you"
human,"I"
human,"I"
nonconc,"that"
human,"I"
nonconc,"that"
nonconc,"idea"
nonconc,"your part"
human,"I"
nonconc,"sense"
nonconc,"information"
nonconc,"It"
human,"I"
nonconc,"that"
nonconc,"point"
human,"you"
human,"one"
nonconc,"what"
nonconc,"invasion"
nonconc,"privacy"
nonconc,"that"
nonconc,"case"
concrete,"tree"
place,"forest"
human,"I"
nonconc,"my privacy"
human,"I"
nonconc,"no sense"
nonconc,"privacy state"
human,"you"
nonconc,"it"
nonconc,"terms"
nonconc,"information"
nonconc,"it"
nonconc,"something"
human,"you"
nonconc,"it"
human,"I"
human,"one"
human,"one"
human,"I"
nonconc,"it"
human,"I"
nonconc,"sense"
nonconc,"threat"
nonconc,"those sorts"
nonconc,"things"
human,"I"
human,"I"
nonconc,"it"
nonconc,"sense"
nonconc,"or facts"
human,"someone"
nonconc,"something"
human,"me"
nonconc,"that"
human,"I"
nonconc,"sense"
nonconc,"loss"
nonconc,"that"
nonconc,"side"
nonconc,"that"
human,"someone"
nonconc,"something"
nonconc,"something"
nonconc,"that"
human,"I"
nonconc,"sort"
nonconc,"sense"
human,"you"
nonconc,"it"
human,"you"
nonconc,"data base"
nonconc,"that"
nonconc,"That"
nonconc,"example"
nonconc,"my sense"
nonconc,"threat"
human,"I"
anim-uncoded,"there"
nonconc,"their facts"
nonconc,"fantasy"
human,"I"
nonconc,"sense"
human,"someone"
nonconc,"information"
nonconc,"that"
human,"I"
human,"they"
nonconc,"that"
nonconc,"sense"
nonconc,"spending pattern"
nonconc,"instance"
nonconc,"that"
human,"I"
nonconc,"it"
nonconc,"things"
nonconc,"that"
nonconc,"call rate"
human,"someone"
human,"person"
human,"who"
nonconc,"phones calls"
nonconc,"money"
anim-uncoded,"all"
anim-uncoded,"sudden"
human,"you"
nonconc,"your thirty"
org,"they"
human,"you"
human,"I"
nonconc,"that"
nonconc,"problem"
nonconc,"any invasion"
nonconc,"privacy"
human,"you"
nonconc,"result"
nonconc,"it"
nonconc,"that"
nonconc,"bit"
nonconc,"what"
nonconc,"privacy"
nonconc,"that"
nonconc,"no concept"
nonconc,"That"
nonconc,"that"
human,"I"
nonconc,"that"
nonconc,"it"
human,"someone"
human,"who"
nonconc,"That"
anim-uncoded,"there"
nonconc,"any things"
human,"you"
nonconc,"your privacy"
nonconc,"basis"
nonconc,"frequency"
nonconc,"that"
nonconc,"another example"
nonconc,"invasion"
human,"you"
nonconc,"one"
nonconc,"those calls"
nonconc,"that"
mix_an,"or"
mac,"computer"
human,"somebody"
nonconc,"list"
human,"they"
nonconc,"service"
human,"they"
concrete,"some product"
place,"area"
human,"they"
human,"you"
place,"shower"
human,"you"
nonconc,"middle"
concrete,"something"
human,"you"
nonconc,"everything"
concrete,"phone"
nonconc,"That"
nonconc,"one"
human,"I"
human,"I"
time,"hours"
time,"about time"
human,"I"
concrete,"phone"
concrete,"wall"
human,"you"
nonconc,"sleep"
concrete,"phone"
human,"you"
human,"you"
nonconc,"click"
nonconc,"recording"
human,"you"
human,"somebody"
nonconc,"list"
nonconc,"stuff"
nonconc,"that"
human,"they"
time,"times"
time,"that day"
human,"I"
nonconc,"some"
nonconc,"them"
nonconc,"they"
human,"you"
nonconc,"they"
nonconc,"anything"
nonconc,"What"
human,"I"
nonconc,"all"
nonconc,"this"
human,"we"
nonconc,"thing"
place,"this country"
human,"you"
nonconc,"phone number"
human,"I"
nonconc,"law"
human,"any"
human,"these people"
human,"I"
nonconc,"it"
human,"you"
nonconc,"and"
nonconc,"freedom"
nonconc,"speech"
nonconc,"this country"
nonconc,"everything"
human,"they"
nonconc,"or"
nonconc,"these services"
nonconc,"recorded message"
nonconc,"everything"
human,"they"
nonconc,"phone book"
human,"everybody"
mac,"computer"
nonconc,"every sequence"
nonconc,"numbers"
nonconc,"area code"
nonconc,"them"
nonconc,"That"
nonconc,"that"
nonconc,"any occurrences"
human,"I"
nonconc,"stop"
nonconc,"some"
nonconc,"them"
nonconc,"door"
concrete,"products"
human,"I"
concrete,"their products"
human,"I"
place,"store"
concrete,"it"
human,"I"
human,"their salesman"
human,"I"
nonconc,"their right"
nonconc,"their religion"
nonconc,"choice"
nonconc,"whatever manner"
org,"they"
human,"I"
human,"they"
nonconc,"sanctity"
nonconc,"home"
nonconc,"it"
concrete,"house"
concrete,"apartment"
human,"I"
place,"my turf"
human,"I"
human,"them"
human,"I"
human,"them"
human,"I"
human,"they"
nonconc,"part"
human,"you"
org,"apartment complex"
concrete,"signs"
concrete,"that"
nonconc,"no soliciting"
human,"I"
concrete,"that"
human,"I"
concrete,"storm door"
place,"front"
concrete,"house"
human,"I"
human,"I"
concrete,"it"
